gamma,alpha,beta,qbar,Mach,tas,eas,gndtrack,pratio,tratio,Vn,Ve,Vd,Ax,Ay,Az,NoseWheelDown,LeftMainDown,RightMainDown
-2.72757961415578,2.72800179757333,-6.39898970555086e-06,33.8575904284394,0.155349319903907,102.2303867186,100.003774422375,179.999816174671,0.947062149645923,0.989704861654176,-102.114568309075,0.000327620015144998,4.86486460021919,8.0576980464966e-06,-6.37523112906657e-05,-1.00000763035255,0,0,0
-2.72757917945865,2.72800078497604,-6.33534091688745e-06,33.8576315395959,0.155349297798971,102.230386748559,100.003835136524,179.999813441487,0.947063569123079,0.989705143888114,-102.114568375894,0.000332491191318537,4.86486382691223,8.07152246570966e-06,-6.37552798845705e-05,-1.00000859559021,0,0,0
-2.72757869306338,2.72799978822699,-6.2725858934277e-06,33.8576726493595,0.15534927569078,102.230386776368,100.003895848579,179.999810710777,0.947064988601724,0.989705426122005,-102.114568444954,0.0003373579610185,4.86486296136471,8.08575762440755e-06,-6.37581842252299e-05,-1.00000956587009,0,0,0
-2.72757815470267,2.72799880744937,-6.21076422281174e-06,33.8577137576658,0.155349253579189,102.230386801931,100.003956558444,179.999807982543,0.947066408081832,0.989705708355844,-102.114568516182,0.000342220316574793,4.86486200309564,8.10040623522689e-06,-6.37610222724278e-05,-1.00001054119886,0,0,0
-2.72757756410914,2.72799784273091,-6.14991356860385e-06,33.8577548644499,0.155349231464052,102.23038682515,100.004017266026,179.99980525679,0.947067827563375,0.989705990589626,-102.114568589505,0.000347078249606062,4.86486095162387,8.11547013406801e-06,-6.37637921097368e-05,-1.00001152157305,0,0,0
-2.72757692101586,2.72799689412511,-6.09006964824163e-06,33.8577959696468,0.155349209345221,102.23038684593,100.004077971226,179.999802533524,0.947069247046326,0.989706272823346,-102.114568664848,0.000351931751715648,4.86485980646907,8.13095030997001e-06,-6.37664919449458e-05,-1.00001250697941,0,0,0
-2.72757622515688,2.7279959616524,-6.03126621383828e-06,33.8578370731912,0.155349187222548,102.230386864172,100.004138673949,179.999799812748,0.947070666530657,0.989706555056997,-102.114568742136,0.000356780814285422,4.86485856715261,8.14684693586257e-06,-6.37691201108361e-05,-1.00001349739532,0,0,0
-2.7275754762677,2.72799504530136,-5.97353503584375e-06,33.8578781750176,0.155349165095887,102.230386879778,100.004199374097,179.999797094469,0.947072086016342,0.989706837290576,-102.114568821295,0.000361625428637252,4.86485723319845,8.16315939994059e-06,-6.37716750653629e-05,-1.0000144927892,0,0,0
-2.72757467408576,2.72799414502998,-5.91690588951847e-06,33.8579192750601,0.155349142965087,102.230386892652,100.004260071575,179.99979437869,0.947073505503351,0.989707119524074,-102.114568902248,0.000366465586017807,4.86485580413398,8.17988633653129e-06,-6.37741553919695e-05,-1.00001549312089,0,0,0
-2.72757381835087,2.72799326076687,-5.86140654420586e-06,33.8579603732529,0.155349120830001,102.230386902694,100.004320766284,179.999791665417,0.947074924991657,0.989707401757489,-102.114568984919,0.000371301277950826,4.86485427949079,8.19713525508045e-06,-6.37765597995632e-05,-1.00001649801523,0,0,0
-2.72757290891756,2.72799239252498,-5.80706271097837e-06,33.8580014695816,0.155349098690598,102.230386909883,100.004381458203,179.999788954655,0.947076344481234,0.989707683990813,-102.114569069301,0.000376132495118442,4.86485265900866,8.21590660790836e-06,-6.37788871173489e-05,-1.00001750446892,0,0,0
-2.72757194560729,2.72799154025557,-5.75389793889417e-06,33.8580425640161,0.15534907654681,102.230386914177,100.004442147288,179.999786246408,0.947077763972052,0.989707966224041,-102.114569155365,0.000380959228734648,4.86485094236727,8.23509061025275e-06,-6.37811363131181e-05,-1.00001851574784,0,0,0
-2.72757092816647,2.7279907038057,-5.70193372574127e-06,33.8580836564901,0.155349054398488,102.230386915475,100.004502833441,179.999783540682,0.947079183464083,0.989708248457169,-102.114569243032,0.000385781469523182,4.86484912910995,8.25468266003992e-06,-6.37833064870459e-05,-1.00001953178247,0,0,0
-2.72756985634541,2.72798988299766,-5.65118954400999e-06,33.8581247469371,0.155349032245483,102.23038691368,100.004563516563,179.999780837482,0.9470806029573,0.989708530690189,-102.114569332226,0.000390599208649521,4.86484721878702,8.27467756806014e-06,-6.37853968633819e-05,-1.00002055249652,0,0,0
-2.72756872989871,2.72798907763034,-5.60168284444261e-06,33.8581658352906,0.155349010087642,102.23038690869,100.004624196557,179.999778136813,0.947082022451673,0.989708812923097,-102.114569422867,0.000395412436827526,4.86484521095635,8.29506959074951e-06,-6.37874067895976e-05,-1.00002157780739,0,0,0
-2.72756754858552,2.72798828748045,-5.55342906214837e-06,33.8582069214836,0.155348987924817,102.230386900408,100.004684873324,179.99977543868,0.947083441947174,0.989709095155887,-102.114569514878,0.000400221145244183,4.86484310518398,8.31585246291799e-06,-6.37893357355756e-05,-1.00002260762653,0,0,0
-2.72756631216991,2.72798751230384,-5.50644162524247e-06,33.8582480054494,0.155348965756855,102.230386888733,100.004745546764,179.999772743089,0.947084861443775,0.989709377388552,-102.114569608178,0.000405025324130331,4.86484090104465,8.33701943028526e-06,-6.37911832923998e-05,-1.00002364185985,0,0,0
-2.7275650204211,2.72798675183673,-5.46073196596184e-06,33.8582890871207,0.155348943583604,102.230386873565,100.00480621678,179.999770050044,0.947086280941447,0.989709659621088,-102.114569702687,0.00040982496460045,4.86483859812232,8.35856328151662e-06,-6.37929491713166e-05,-1.00002468040808,0,0,0
-2.72756367311378,2.727986005797,-5.41630953420796e-06,33.8583301664305,0.155348921404914,102.230386854803,100.00486688327,179.999767359551,0.947087700440161,0.989709941853489,-102.114569798324,0.000414620057594075,4.86483619601065,8.38047638010523e-06,-6.37946332021581e-05,-1.00002572316721,0,0,0
