ub_dot,vb_dot,wb_dot,pb_dot,qb_dot,rb_dot,latitude_dot,longitude_dot,altitude_dot,phi_dot,theta_dot,psi_dot
-0.00295087553983941,1.57556762745965e-05,-0.000402619245791108,1.25170067731267e-07,3.52709924627386e-05,1.94574291589964e-06,-8.245565130438e-06,1.99965485921272e-10,-8.19521912752122,1.09392497212567e-05,8.05508945854131e-05,-4.99306374883332e-06
-0.00296362235720568,1.58266607406415e-05,-0.000402759522813104,1.20566928851501e-07,3.52507420171906e-05,1.94317337634592e-06,-8.24556459726105e-06,2.00248248852637e-10,-8.19514762573313,1.09398630768233e-05,8.07271988686302e-05,-4.98333091895804e-06
-0.00297639293109593,1.58994849232597e-05,-0.00040290007941853,1.15700731382325e-07,3.52304557075623e-05,1.94072218209528e-06,-8.24556406137601e-06,2.005304836943e-10,-8.19507597137519,1.09404527594914e-05,8.09034018093943e-05,-4.97361062580408e-06
-0.00298918723671419,1.59740266547032e-05,-0.000403040914276395,1.10575887644802e-07,3.52101334146806e-05,1.93839139251028e-06,-8.245563522777e-06,2.00812190481941e-10,-8.19500416453352,1.09410174649335e-05,8.10795032280697e-05,-4.9639022724454e-06
-0.00300200524925176,1.60501624783472e-05,-0.000403182026156178,1.05197125225642e-07,3.5189775036657e-05,1.93618286757977e-06,-8.24556298145812e-06,2.01093369257407e-10,-8.19493220529442,1.09415559116714e-05,8.12555029444607e-05,-4.95420525215848e-06
-0.00301484694385808,1.61277678354529e-05,-0.000403323413981483,9.95694873215815e-08,3.51693804718662e-05,1.93409826531945e-06,-8.2455624374135e-06,2.01374020064498e-10,-8.19486009374436,1.09420668426756e-05,8.14314007778672e-05,-4.94451894942386e-06
-0.00302771229566933,1.62067172607659e-05,-0.000403465076723161,9.36983265929957e-08,3.51489496337667e-05,1.93213904387804e-06,-8.24556189063728e-06,2.01654142949335e-10,-8.19478782996995,1.09425490268953e-05,8.1607196547108e-05,-4.93484274093069e-06
-0.00304060127978984,1.62868845708416e-05,-0.00040360701365749,8.75892781740796e-08,3.51284824370866e-05,1.93030646127737e-06,-8.24556134112358e-06,2.01933737965307e-10,-8.19471541405796,1.09430012607746e-05,8.17828900705845e-05,-4.92517599657845e-06
-0.00305351387130268,1.63681430545177e-05,-0.000403749223921893,8.12482652653194e-08,3.51079788072236e-05,1.92860157155166e-06,-8.24556078886654e-06,2.0221280515942e-10,-8.19464284609534,1.09434223696429e-05,8.19584811662862e-05,-4.91551808049149e-06
-0.00306645004526223,1.64503656615481e-05,-0.000403891706868033,7.46814821966184e-08,3.5087438675789e-05,1.92702523315952e-06,-8.24556023386031e-06,2.02491344586414e-10,-8.19457012616919,1.09438112091316e-05,8.21339696518552e-05,-4.90586835201149e-06
-0.00307940977670472,1.65334251892595e-05,-0.000404034461997597,6.78953712316324e-08,3.50668619846306e-05,1.92557809881082e-06,-8.24555967609905e-06,2.02769356304276e-10,-8.19449725436677,1.094416666648e-05,8.23093553446138e-05,-4.89622616669892e-06
-0.00309239304063395,1.6617194467839e-05,-0.000404177488726138,6.08966323848878e-08,3.50462486807436e-05,1.9242606279041e-06,-8.2455591155769e-06,2.03046840369702e-10,-8.19442423077551,1.09444876617751e-05,8.24846380616034e-05,-4.88659087734212e-06
-0.00310539981203959,1.67015465465024e-05,-0.000404320786660983,5.36921917509033e-08,3.50255987222849e-05,1.92307308012362e-06,-8.24555855228803e-06,2.0332379684278e-10,-8.19435105548299,1.09447731491897e-05,8.2659817619625e-05,-4.87696183493012e-06
-0.00311843006588391,1.67863548715602e-05,-0.000404464355498879,4.62892004848888e-08,3.50049120692746e-05,1.92201551768709e-06,-8.24555798622662e-06,2.0360022578698e-10,-8.19427772857695,1.09450221180901e-05,8.28348938352825e-05,-4.86733838964695e-06
-0.00313148377710123,1.68714934690757e-05,-0.000404608194887246,3.86950190362116e-08,3.49841886921577e-05,1.92108781324131e-06,-8.24555741738682e-06,2.0387612726446e-10,-8.1942042501453,1.09452335941352e-05,8.30098665250062e-05,-4.85771989184288e-06
-0.00314456092061355,1.69568371177001e-05,-0.000404752304586708,3.09172040284455e-08,3.49634285707862e-05,1.92028964359898e-06,-8.24555684576282e-06,2.04151501340595e-10,-8.19413062027609,1.09454066402607e-05,8.31847355050982e-05,-4.84810569299808e-06
-0.00315766147131803,1.70422615246115e-05,-0.000404896684409399,2.29634908908215e-08,3.4942631687912e-05,1.91962049802396e-06,-8.2455562713488e-06,2.04426348083809e-10,-8.19405683905757,1.09455403576602e-05,8.33595005917682e-05,-4.83849514667423e-06
-0.00317078540408121,1.71276434979791e-05,-0.000405041334206211,1.48417919093983e-08,3.49217980376713e-05,1.91907967765944e-06,-8.24555569413896e-06,2.04700667565373e-10,-8.1939829065781,1.09456338866476e-05,8.35341616011619e-05,-4.82888760946233e-06
-0.00318393269376021,1.72128611104504e-05,-0.000405186253767295,6.56017174443112e-09,3.49009276165422e-05,1.91866630204086e-06,-8.24555511412749e-06,2.04974459849863e-10,-8.19390882292623,1.09456864074875e-05,8.37087183494099e-05,-4.81928244190261e-06
-0.00319710331518609,1.72977938644493e-05,-0.000405331443052567,-1.87315975187507e-09,3.48800204285794e-05,1.91837930697547e-06,-8.2455545313086e-06,2.05247725013407e-10,-8.19383458819067,1.09456971411259e-05,8.38831706526456e-05,-4.80967900939922e-06
-0.00321029724316897,1.73823228526135e-05,-0.000405476901956853,-1.04498587111737e-08,3.48590764864969e-05,1.91821745266567e-06,-8.24555394567648e-06,2.05520463129411e-10,-8.19376020246028,1.09456653499095e-05,8.40575183270358e-05,-4.80007668311614e-06
-0.00322351445249258,1.74663309158025e-05,-0.000405622630388494,-1.91614731666371e-08,3.48380958063899e-05,1.91817932446705e-06,-8.24555335722535e-06,2.05792674268167e-10,-8.19368566582408,1.0945590338174e-05,8.42317611888295e-05,-4.79047484085764e-06
-0.00323675491793436,1.75497027907969e-05,-0.000405768628346898,-2.79994373534293e-08,3.48170784115084e-05,1.91826333737775e-06,-8.24555276594944e-06,2.06064358510306e-10,-8.19361097837125,1.09454714528133e-05,8.44058990543681e-05,-4.78087286792835e-06
-0.00325001861423786,1.763232526261e-05,-0.000405914895658391,-3.69551034903616e-08,3.47960243310724e-05,1.91846774131558e-06,-8.24555217184296e-06,2.06335515932404e-10,-8.19353614019112,1.09453080837576e-05,8.45799317401242e-05,-4.77127015797175e-06
-0.00326330551613368,1.77140873066739e-05,-0.000406061432336697,-4.60197426810465e-08,3.47749335965991e-05,1.91879062335163e-06,-8.24555157490014e-06,2.06606146611082e-10,-8.19346115137321,1.09450996643825e-05,8.4753859062724e-05,-4.76166611379569e-06
-0.00327661559833192,1.77948802246236e-05,-0.000406208238312097,-5.51845632968912e-08,3.47538062495557e-05,1.91922991215502e-06,-8.24555097511523e-06,2.06876250627067e-10,-8.19338601200717,1.09448456718741e-05,8.49276808389794e-05,-4.75206014816676e-06
-0.00328994883552473,1.78745977843054e-05,-0.000406355313504254,-6.44407224561178e-08,3.47326423324765e-05,1.91978338497567e-06,-8.24555037248245e-06,2.07145828059938e-10,-8.1933107221828,1.09445456275029e-05,8.51013968859021e-05,-4.74245168459096e-06
-0.00330330520237581,1.79531363428385e-05,-0.000406502657847444,-7.37793453114998e-08,3.47114418916553e-05,1.92044866845995e-06,-8.24554976699607e-06,2.07414878987472e-10,-8.19323528199009,1.09441990968414e-05,8.52750070207408e-05,-4.73284015806411e-06
-0.00331668467354846,1.80303949756493e-05,-0.000406650271225648,-8.31915321633452e-08,3.46902049834301e-05,1.92122324802239e-06,-8.24554915865033e-06,2.07683403494224e-10,-8.19315969151918,1.0943805689918e-05,8.54485110609907e-05,-4.72322501580908e-06
-0.00333008722366825,1.81062755920614e-05,-0.000406798153547067,-9.26683651491854e-08,3.46689316592034e-05,1.92210446930191e-06,-8.24554854743949e-06,2.07951401666154e-10,-8.19308395086034,1.09433650612797e-05,8.56219088244201e-05,-4.71360571797059e-06
-0.0033435128273484,1.81806830513658e-05,-0.000406946304631083,-1.02200943294817e-07,3.46476219819413e-05,1.92308954496247e-06,-8.24554793335781e-06,2.082188735806e-10,-8.19300806010403,1.09428769100573e-05,8.57952001290835e-05,-4.70398173830023e-06
-0.00335696145919304,1.82535252689568e-05,-0.000407094724373129,-1.11780372970159e-07,3.46262760132177e-05,1.92417555890584e-06,-8.24554731639956e-06,2.08485819324014e-10,-8.19293201934086,1.09423409798556e-05,8.59683847933526e-05,-4.69435256480929e-06
-0.00337043309377,1.83247133225463e-05,-0.00040724341254429,-1.2139778588415e-07,3.46048938197223e-05,1.92535947535943e-06,-8.24554669655903e-06,2.08752238977227e-10,-8.19285582866159,1.09417570586928e-05,8.61414626359075e-05,-4.68471770039233e-06
-0.00338392770564485,1.83941615428995e-05,-0.000407392368989854,-1.31044363586257e-07,3.45834754695109e-05,1.92663814021288e-06,-8.24554607383048e-06,2.09018132628496e-10,-8.19277948815714,1.09411249788078e-05,8.63144334757795e-05,-4.67507666342531e-06
-0.0033974452693574,1.84617876148524e-05,-0.00040754159344757,-1.40711333406086e-07,3.45620210364918e-05,1.92800828677251e-06,-8.24554544820821e-06,2.0928350036334e-10,-8.19270299791859,1.09404446164252e-05,8.64872971323485e-05,-4.66542898833584e-06
-0.00341098575942837,1.85275126545368e-05,-0.00040769108564033,-1.50389991782228e-07,3.45405305912897e-05,1.92946654472529e-06,-8.24554481968651e-06,2.0954834226362e-10,-8.19262635803718,1.09397158914522e-05,8.6660053425357e-05,-4.65577422614512e-06
-0.00342454915036534,1.85912612932067e-05,-0.000407840845267805,-1.60071713255163e-07,3.45190042085759e-05,1.93100944554756e-06,-8.24554418825968e-06,2.09812658415872e-10,-8.1925495686043,1.0938938767129e-05,8.68327021749124e-05,-4.64611194497674e-06
-0.00343813541665243,1.8652961750745e-05,-0.000407990872017944,-1.6974796183413e-07,3.44974419687231e-05,1.93263342471782e-06,-8.24554355392202e-06,2.10076448905695e-10,-8.1924726297115,1.09381132496148e-05,8.70052432015123e-05,-4.63644173053869e-06
-0.0034517445327602,1.87125459038022e-05,-0.00040814116553173,-1.79410297480708e-07,3.44758439483086e-05,1.93433483229777e-06,-8.24554291666784e-06,2.10339713821403e-10,-8.19239554145049,1.09372393874947e-05,8.71776763260425e-05,-4.6267631865761e-06
-0.00346537647314033,1.87699493483861e-05,-0.000408291725406636,-1.89050400632445e-07,3.4454210225852e-05,1.93610993789419e-06,-8.24554227649146e-06,2.10602453248373e-10,-8.19231830391314,1.09363172712716e-05,8.73500013697794e-05,-4.61707593529182e-06
-0.00347903121222596,1.88251114533101e-05,-0.000408442551203134,-1.98660065681975e-07,3.4432540882634e-05,1.93795493419154e-06,-8.24554163338719e-06,2.10864667268014e-10,-8.19224091719146,1.09353470327505e-05,8.75222181543987e-05,-4.60737961773259e-06
-0.00349270872443111,1.88779754157354e-05,-0.000408593642479313,-2.082312272079e-07,3.44108359982285e-05,1.93986594641263e-06,-8.24554098734938e-06,2.11126355970627e-10,-8.19216338137762,1.09343288444247e-05,8.76943265019812e-05,-4.59767389415108e-06
-0.00350640898415833,1.89284882990228e-05,-0.000408744998759732,-2.17755959109849e-07,3.4389095652888e-05,1.94183903794731e-06,-8.24554033837234e-06,2.11387519435794e-10,-8.19208569656397,1.09332629187602e-05,8.78663262350095e-05,-4.58795844433606e-06
-0.003520131965783,1.89766010747452e-05,-0.000408896619499399,-2.27226496152877e-07,3.43673199282303e-05,1.94387021539227e-06,-8.24553968645041e-06,2.11648157754482e-10,-8.19200786284298,1.09321495074674e-05,8.80382171763705e-05,-4.57823296790142e-06
-0.0035338776436692,1.90222686542412e-05,-0.000409048504139517,-2.36635227285038e-07,3.43455089036243e-05,1.94595543590844e-06,-8.24553903157795e-06,2.11908271009406e-10,-8.19192988030732,1.09309889006935e-05,8.82099991493537e-05,-4.56849718455444e-06
-0.00354764599216182,1.90654499136288e-05,-0.000409200652127611,-2.45974725001136e-07,3.43236626611103e-05,1.94809061279121e-06,-8.24553837374931e-06,2.12167859287832e-10,-8.19185174904976,1.0929781426181e-05,8.83816719776488e-05,-4.55875083432948e-06
-0.00356143698558835,1.91061077138385e-05,-0.00040935306283108,-2.5523773274575e-07,3.43017812775495e-05,1.95027162416587e-06,-8.24553771295883e-06,2.12426922671196e-10,-8.19177346916327,1.09285274483863e-05,8.85532354853427e-05,-4.54899367778583e-06
-0.00357525059825725,1.91442089147862e-05,-0.000409505735631003,-2.64417193402457e-07,3.42798648305944e-05,1.95249431476204e-06,-8.24553704920087e-06,2.12685461243258e-10,-8.19169504074095,1.09272273675507e-05,8.87246894969256e-05,-4.53922549617691e-06
-0.00358908680445907,1.91797243844392e-05,-0.000409658669824018,-2.73506247500731e-07,3.42579134002651e-05,1.95475450582023e-06,-8.24553638246982e-06,2.12943475088973e-10,-8.19161646387608,1.09258816187126e-05,8.88960338372639e-05,-4.52944609159285e-06
-0.00360294557846749,1.92126289993814e-05,-0.000409811864771233,-2.82498240370612e-07,3.42359270589272e-05,1.95704800328013e-06,-8.24553571276003e-06,2.13200964293367e-10,-8.19153773866206,1.09244906706902e-05,8.90672683316086e-05,-4.51965528706035e-06
-0.0036168268945399,1.92429016426536e-05,-0.000409965319725104,-2.91386733624589e-07,3.42139058807173e-05,1.9593705975821e-06,-8.2455350400659e-06,2.13457928935766e-10,-8.19145886519248,1.09230550250394e-05,8.92383928055893e-05,-4.50985292661841e-06
-0.00363073072691059,1.92705251921483e-05,-0.000410119033959157,-3.00165510455951e-07,3.41918499370548e-05,1.96171807373328e-06,-8.2455343643818e-06,2.13714369102575e-10,-8.19137984356106,1.09215752149622e-05,8.94094070851967e-05,-4.50003887536632e-06
-0.00364465704980142,1.92954865102289e-05,-0.000410273006706045,-3.08828582054656e-07,3.41697593004474e-05,1.96408622077254e-06,-8.24553368570212e-06,2.13970284872238e-10,-8.19130067386167,1.09200518041602e-05,8.95803109967739e-05,-4.49021301947396e-06
-0.00365860583741366,1.93177764155624e-05,-0.000410427237280188,-3.17370195487296e-07,3.41476340375204e-05,1.96647083136427e-06,-8.24553300402127e-06,2.14225676328016e-10,-8.19122135618837,1.09184853856978e-05,8.97511043670178e-05,-4.48037526615987e-06
-0.00367257706393014,1.933738966452e-05,-0.00041058172480484,-3.25784838016097e-07,3.41254742146369e-05,1.96886771076277e-06,-8.24553231933363e-06,2.14480543547594e-10,-8.19114189063532,1.09168765808009e-05,8.9921787022954e-05,-4.47052554364748e-06
-0.00368657070351896,1.93543249151018e-05,-0.000410736468552331,-3.34067246578068e-07,3.41032798937375e-05,1.9712726842166e-06,-8.24553163163364e-06,2.14734886615869e-10,-8.19106227729689,1.09152260376404e-05,9.00923587919385e-05,-4.46066380108688e-06
-0.00370058673032195,1.93685846908726e-05,-0.000410891467687918,-3.42212403939439e-07,3.40810511355877e-05,1.97368160119088e-06,-8.24553094091568e-06,2.14988705605294e-10,-8.19098251626755,1.09135344300829e-05,9.0262819501628e-05,-4.45079000844823e-06
-0.00371462511846561,1.93801753391594e-05,-0.000411046721361105,-3.50215557506317e-07,3.40587879985616e-05,1.97609033948558e-06,-8.2455302471742e-06,2.15242000597958e-10,-8.19090260764197,1.09118024564177e-05,9.04331689799778e-05,-4.44090415637802e-06
-0.00372868584206821,1.93891069826162e-05,-0.00041120222884986,-3.58072206293179e-07,3.40364905360837e-05,1.97849481517726e-06,-8.2455295504036e-06,2.15494771675221e-10,-8.19082255151494,1.09100308380675e-05,9.06034070552326e-05,-4.43100625604549e-06
-0.00374276887521292,1.93953934682856e-05,-0.000411357989267901,-3.65778123134847e-07,3.40141588030376e-05,1.98089098419528e-06,-8.24552885059833e-06,2.15747018911997e-10,-8.19074234798141,1.09082203182851e-05,9.07735335559018e-05,-4.42109633893823e-06
-0.0037568741919785,1.9399052310458e-05,-0.000411514001795527,-3.73329340813119e-07,3.39917928478209e-05,1.98327485048266e-06,-8.24552814775282e-06,2.15998742380326e-10,-8.19066199713649,1.09063716607902e-05,9.09435483107523e-05,-4.41117445664885e-06
-0.00377100176641563,1.9400104626001e-05,-0.000411670265652104,-3.80722170133495e-07,3.3969392714134e-05,1.985642468846e-06,-8.24552744186152e-06,2.16249942162229e-10,-8.19058149907544,1.09044856484516e-05,9.11134511487848e-05,-4.40124068062551e-06
-0.00378515157255649,1.93985750724521e-05,-0.000411826780038486,-3.87953194434318e-07,3.39469584473286e-05,1.98798995219993e-06,-8.24552673291886e-06,2.16500618330126e-10,-8.19050085389367,1.09025630819091e-05,9.12832418992228e-05,-4.39129510189845e-06
-0.00379932358441992,1.93944917718545e-05,-0.000411983544107205,-3.95019268208973e-07,3.39244900865898e-05,1.99031347675669e-06,-8.24552602091932e-06,2.16750770959729e-10,-8.19042006168673,1.09006047781914e-05,9.14529203915024e-05,-4.38133783077654e-06
-0.00381351777600403,1.93878862402011e-05,-0.000412140557089973,-4.01917528936718e-07,3.39019876679726e-05,1.99260928347561e-06,-8.24552530585735e-06,2.17000400124405e-10,-8.19033912255034,1.08986115693514e-05,9.16224864552438e-05,-4.37136899652842e-06
-0.00382773412128499,1.93787933037611e-05,-0.000412297818227197,-4.08645393161505e-07,3.38794512237871e-05,1.99487368688581e-06,-8.24552458772741e-06,2.17249505894195e-10,-8.19025803658037,1.08965843010607e-05,9.17919399202477e-05,-4.36138874703492e-06
-0.00384197259421853,1.93672510185466e-05,-0.000412455326757186,-4.15200555623579e-07,3.38568807853172e-05,1.99710307872906e-06,-8.24552386652398e-06,2.17498088344129e-10,-8.19017680387283,1.0894523831201e-05,9.19612806164652e-05,-4.35139724841041e-06
-0.00385623316874984,1.93533005828048e-05,-0.00041261308193553,-4.2158099376626e-07,3.38342763780469e-05,1.99929393164832e-06,-8.24552314224154e-06,2.17746147544018e-10,-8.19009542452388,1.08924310284742e-05,9.21305083740009e-05,-4.34139468461323e-06
-0.00387051581879384,1.93369862427977e-05,-0.000412771082990027,-4.27784962363411e-07,3.38116380253388e-05,2.00144280267716e-06,-8.24552241487457e-06,2.17993683566813e-10,-8.19001389862983,1.08903067710017e-05,9.22996230230752e-05,-4.33138125702747e-06
-0.00388482051825134,1.93183552028402e-05,-0.00041292932931624,-4.33811003807072e-07,3.37889657470378e-05,2.00354633904809e-06,-8.24552168441756e-06,2.18240696483081e-10,-8.18993222628716,1.08881519449134e-05,9.24686243940156e-05,-4.32135718402783e-06
-0.00389914724100534,1.92974575233298e-05,-0.000413087820134696,-4.39657931267677e-07,3.37662595615434e-05,2.005601281606e-06,-8.24552095086501e-06,2.18487186360143e-10,-8.18985040759249,1.08859674429384e-05,9.2637512317247e-05,-4.31132270051741e-06
-0.00391349596091418,1.92743460243399e-05,-0.00041324655489447,-4.45324842033355e-07,3.37435194788787e-05,2.00760447003604e-06,-8.24552021421143e-06,2.18733153265874e-10,-8.18976844264257,1.08837541630261e-05,9.28062866232702e-05,-4.30127805745843e-06
-0.00392786665181799,1.92490761761212e-05,-0.00041340553294476,-4.50811112447272e-07,3.37207455116154e-05,2.00955284046278e-06,-8.24551947445131e-06,2.18978597272531e-10,-8.18968633153432,1.0881513006943e-05,9.29749471426377e-05,-4.29122352136614e-06
-0.00394225928753875,1.92217059967487e-05,-0.000413564753697592,-4.56116391641364e-07,3.36979376647269e-05,2.0114434383631e-06,-8.24551873157917e-06,2.19223518442066e-10,-8.18960407436481,1.08792448788889e-05,9.31434937059519e-05,-4.28115937380575e-06
-0.00395667384187754,1.91922959402107e-05,-0.000413724216647711,-4.61240601667405e-07,3.36750959429774e-05,2.01327341293872e-06,-8.24551798558954e-06,2.19467916843919e-10,-8.18952167123124,1.08769506841382e-05,9.33119261438411e-05,-4.27108591085385e-06
-0.00397111028861594,1.91609087845465e-05,-0.000413883921293212,-4.66183934475117e-07,3.36522203463972e-05,2.0150400270533e-06,-8.24551723647693e-06,2.19711792545026e-10,-8.189439122231,1.08746313276719e-05,9.34802442869377e-05,-4.26100344256178e-06
-0.00398556860151521,1.91276095202589e-05,-0.000414043867080223,-4.70946851833596e-07,3.3629310873e-05,2.01674065497209e-06,-8.24551648423589e-06,2.19955145613765e-10,-8.18935642746158,1.08722877128236e-05,9.36484479658776e-05,-4.25091229238797e-06
-0.00400004875431486,1.90924652317901e-05,-0.00041420405363746,-4.75530076577654e-07,3.36063675171255e-05,2.01837278719612e-06,-8.24551572886095e-06,2.20197976110031e-10,-8.18927358702065,1.08699207399664e-05,9.38165370112718e-05,-4.24081279662735e-06
-0.00401455072073436,1.90555449788829e-05,-0.000414364480637777,-4.79934597747e-07,3.35833902706726e-05,2.01993403392104e-06,-8.24551497034664e-06,2.20440284098509e-10,-8.18919060100602,1.08675313051939e-05,9.39845112537053e-05,-4.23070530382748e-06
-0.00402907447447389,1.90169196794809e-05,-0.00041452514765615,-4.84161656491921e-07,3.3560379122164e-05,2.0214221257047e-06,-8.24551420868753e-06,2.20682069648092e-10,-8.18910746951565,1.08651202990221e-05,9.41523705237112e-05,-4.22059017418446e-06
-0.00404361998921501,1.89766619849044e-05,-0.000414686054413423,-4.88212743870431e-07,3.35373340594187e-05,2.02283491476284e-06,-8.24551344387816e-06,2.20923332817404e-10,-8.18902419264764,1.08626886051312e-05,9.43201146517581e-05,-4.21046777893196e-06
-0.00405818723861513,1.89348461622106e-05,-0.000414847200713463,-4.9208960415933e-07,3.35142550652571e-05,2.02417038020074e-06,-8.24551267591311e-06,2.21164073672828e-10,-8.18894077050024,1.08602370991055e-05,9.44877434682467e-05,-4.20033849972932e-06
-0.0040727761963138,1.88915479648848e-05,-0.00041500858633187,-4.95794220779589e-07,3.3491142121381e-05,2.02542662614489e-06,-8.24551190478693e-06,2.21404292278732e-10,-8.18885720317187,1.08577666472113e-05,9.46552568034894e-05,-4.19020272803039e-06
-0.00408738683592619,1.88468445122769e-05,-0.000415170211104585,-4.99328812535572e-07,3.34679952053745e-05,2.02660188651545e-06,-8.2455111304942e-06,2.21643988692386e-10,-8.18877349076105,1.08552781051931e-05,9.48226544877018e-05,-4.18006086444269e-06
-0.00410201913105581,1.88008141629108e-05,-0.00041533207494597,-5.02695834317735e-07,3.34448142974738e-05,2.02769452094648e-06,-8.2455103530295e-06,2.21883162982077e-10,-8.18868963336651,1.08527723171192e-05,9.49899363509894e-05,-4.16991331808697e-06
-0.00411667305527462,1.87535363883076e-05,-0.000415494177814914,-5.05897964454563e-07,3.34215993713811e-05,2.02870302378318e-06,-8.24550957238741e-06,2.22121815203546e-10,-8.18860563108707,1.08502501142207e-05,9.51571022233376e-05,-4.15976050595221e-06
-0.00413134858214006,1.87050916486142e-05,-0.000415656519747488,-5.08938095999546e-07,3.33983503990442e-05,2.02962601775501e-06,-8.24550878856253e-06,2.22359945422815e-10,-8.18852148402174,1.08477123137907e-05,9.53241519346058e-05,-4.14960285223597e-06
-0.00414604568518794,1.86555612615791e-05,-0.000415819100740906,-5.11819342819292e-07,3.33750673521739e-05,2.03046225743151e-06,-8.24550800154945e-06,2.22597553701964e-10,-8.18843719226964,1.08451597180979e-05,9.5491085314512e-05,-4.13944078769038e-06
-0.00416076433793186,1.86050272832581e-05,-0.000415981920992431,-5.14545021615444e-07,3.33517502004559e-05,2.03121063148519e-06,-8.24550721134278e-06,2.22834640103487e-10,-8.18835275593006,1.08425931133323e-05,9.56579021926241e-05,-4.12927474896052e-06
-0.00417550451386817,1.85535723743872e-05,-0.00041614498061834,-5.17118648627927e-07,3.33283989134141e-05,2.03187015924806e-06,-8.24550641793712e-06,2.23071204685409e-10,-8.18826817510245,1.08400132686004e-05,9.58246023983603e-05,-4.11910517791828e-06
-0.00419026618646757,1.85012796806589e-05,-0.000416308279870572,-5.19543930680737e-07,3.33050134569417e-05,2.03243999497938e-06,-8.2455056213271e-06,2.23307247510354e-10,-8.18818344988636,1.08374209349408e-05,9.5991185760972e-05,-4.10893252100344e-06
-0.00420504932918411,1.84482327035177e-05,-0.000416471819033225,-5.21824765601378e-07,3.3281593796972e-05,2.03291942281271e-06,-8.24550482150733e-06,2.2354276864073e-10,-8.18809858038154,1.08348168443892e-05,9.61576521095472e-05,-4.09875722855804e-06
-0.00421985391545419,1.83945151757931e-05,-0.000416635598417654,-5.23965219897518e-07,3.32581398976478e-05,2.03330786264829e-06,-8.24550401847244e-06,2.23777768133959e-10,-8.18801356668784,1.08322017090564e-05,9.6324001272993e-05,-4.08857975416504e-06
-0.00423467991868236,1.83402109421929e-05,-0.000416799618447122,-5.25969536279359e-07,3.32346517241245e-05,2.03360486368269e-06,-8.24550321221707e-06,2.24012246056282e-10,-8.1879284089053,1.08295762202657e-05,9.649023308005e-05,-4.07840055398523e-06
-0.00424952731225961,1.82854038313466e-05,-0.000416963879542199,-5.27842120967166e-07,3.32111292389155e-05,2.03381010629086e-06,-8.24550240273584e-06,2.24246202468785e-10,-8.18784310713406,1.08269410477346e-05,9.66563473592673e-05,-4.06822008610311e-06
-0.00426439606956047,1.82301775386635e-05,-0.00041712838221401,-5.29587527191364e-07,3.31875724048692e-05,2.03392340225782e-06,-8.24550159002342e-06,2.24479637431999e-10,-8.18775766147445,1.08242968387574e-05,9.68223439390139e-05,-4.05803880987166e-06
-0.00427928616393103,1.81746155033712e-05,-0.000417293127018291,-5.31210460630016e-07,3.31639811826832e-05,2.03394469346846e-06,-8.24550077407444e-06,2.24712551010542e-10,-8.18767207202692,1.0821644217487e-05,9.69882226474684e-05,-4.04785718525971e-06
-0.00429419756870378,1.8118800792096e-05,-0.000417458114594906,-5.32715760142357e-07,3.31403555364115e-05,2.03387404749999e-06,-8.24549995488358e-06,2.24944943263883e-10,-8.18758633889206,1.08189837842055e-05,9.71539833126204e-05,-4.03767567221121e-06
-0.00430913025718467,1.80628159818261e-05,-0.000417623345572521,-5.34108399834415e-07,3.31166954283132e-05,2.03371166082978e-06,-8.24549913244548e-06,2.25176814255684e-10,-8.18750046217063,1.08163161146742e-05,9.73196257622716e-05,-4.02749473001135e-06
-0.00432408420265906,1.80067430443451e-05,-0.000417788820648274,-5.35393465564704e-07,3.30930008214572e-05,2.03345785353808e-06,-8.24549830675483e-06,2.25408164049266e-10,-8.18741444196352,1.081364175948e-05,9.74851498240332e-05,-4.0173148166478e-06
-0.00433905937840014,1.79506632349464e-05,-0.000417954540629501,-5.36576161158631e-07,3.30692716743262e-05,2.03311307076279e-06,-8.24549747780629e-06,2.25638992707751e-10,-8.18732827837176,1.08109612434849e-05,9.76505553253363e-05,-4.00713638819934e-06
-0.00435405575764922,1.78946569801328e-05,-0.00041812050629433,-5.37661795375305e-07,3.30455079551853e-05,2.03267787804592e-06,-8.24549664559455e-06,2.25869300298861e-10,-8.18724197149654,1.08082750652779e-05,9.78158420934143e-05,-3.99695989821607e-06
-0.00436907331363941,1.78388037723581e-05,-0.000418286718499104,-5.38655766541612e-07,3.30217096235069e-05,2.03215296062616e-06,-8.24549581011429e-06,2.26099086885854e-10,-8.18715552143919,1.08055836966615e-05,9.79810099553219e-05,-3.98678579712083e-06
-0.00438411201957098,1.7783182059035e-05,-0.000418453178194746,-5.39563561740812e-07,3.29978766456101e-05,2.03153912040987e-06,-8.24549497136022e-06,2.26328352532386e-10,-8.18706892830118,1.08028875822318e-05,9.81460587379327e-05,-3.97661453161049e-06
-0.0043991718486337,1.77278691444736e-05,-0.000418619886300046,-5.40390745693987e-07,3.29740089843768e-05,2.03083727629653e-06,-8.24549412932702e-06,2.26557097307413e-10,-8.18698219218413,1.08001871389495e-05,9.83109882679389e-05,-3.96644654408668e-06
-0.00441425277399451,1.76729410868464e-05,-0.000418786843825111,-5.41142946902309e-07,3.29501066084237e-05,2.03004845823262e-06,-8.24549328400941e-06,2.26785321276214e-10,-8.1868953131898,1.07974827557821e-05,9.84757983718705e-05,-3.95628227207502e-06
