ub,vb,wb,pb,qb,rb,latitude,longitude,altitude,phi,theta,psi
172.348976713021,-2.52831003955255e-05,8.21229482912939,9.68676291579232e-06,-7.7447752449751e-06,-9.55483878726931e-06,0.660220513847935,-1.31761994177363,1498.64521484425,1.12072454486943e-05,8.11968286535461e-06,3.14159152782633
172.348976978244,-2.50868097600899e-05,8.21229114248028,9.69144541518403e-06,-7.60689616759339e-06,-9.54944742260611e-06,0.66022047261979,-1.31761994177353,1498.60416035982,1.12556905472439e-05,8.08130217607217e-06,3.14159148006508
172.348977245079,-2.48878451082669e-05,8.21228743542581,9.69621280570318e-06,-7.46410810817297e-06,-9.54380040046575e-06,0.660220431391646,-1.31761994177344,1498.56310586111,1.13041592764881e-05,8.04362318761743e-06,3.14159143233142
172.34897751319,-2.46864258160991e-05,8.21228371227784,9.70105567995665e-06,-7.31648518617074e-06,-9.53789724256891e-06,0.660220390163501,-1.31761994177333,1498.52205134881,1.13526520373394e-05,8.00667026232891e-06,3.14159138462665
172.348977782247,-2.44827711093455e-05,8.21227997721631,9.70596462616867e-06,-7.16410810550689e-06,-9.53173784049326e-06,0.660220348935356,-1.31761994177323,1498.48099682365,1.14011691836439e-05,7.97046737531737e-06,3.14159133695205
172.348978051923,-2.42770997601367e-05,8.21227623428614,9.71093026993715e-06,-7.00706374910431e-06,-9.52532244741779e-06,0.660220307707211,-1.31761994177313,1498.43994228631,1.14497110222644e-05,7.93503808255859e-06,3.14159128930889
172.3489783219,-2.40696297900099e-05,8.21227248739444,9.71594331374301e-06,-6.84544477676797e-06,-9.51865166965508e-06,0.660220266479067,-1.31761994177302,1498.39888773751,1.14982778133672e-05,7.90040549100535e-06,3.14159124169845
172.348978591861,-2.38605781795874e-05,8.21226874030819,9.720994574324e-06,-6.67934922712237e-06,-9.51172645796503e-06,0.660220225250922,-1.31761994177291,1498.35783317795,1.15468697709011e-05,7.86659223070014e-06,3.14159119412201
172.348978861498,-2.36501605850618e-05,8.21226499665222,9.72607501784347e-06,-6.50888012414004e-06,-9.50454809868269e-06,0.660220184022777,-1.31761994177279,1498.31677860834,1.15954870632567e-05,7.83362042886695e-06,3.14159114658083
172.348979130507,-2.34385910617455e-05,8.21226125990752,9.73117579286744e-06,-6.33414508896527e-06,-9.49711820465272e-06,0.660220142794631,-1.31761994177268,1498.27572402939,1.1644129814098e-05,7.80151168595743e-06,3.14159109907619
172.348979398589,-2.32260817948036e-05,8.21225753340999,9.73628826118312e-06,-6.15525595745871e-06,-9.48943870601251e-06,0.660220101566486,-1.31761994177256,1498.23466944182,1.16927981033514e-05,7.77028705362375e-06,3.14159105160933
172.348979665451,-2.30128428374021e-05,8.2122538203494,9.74140402649502e-06,-5.97232840408696e-06,-9.48151184081233e-06,0.660220060338341,-1.31761994177244,1498.19361484632,1.17414919683453e-05,7.73996701458822e-06,3.1415910041815
172.348979930808,-2.27990818564123e-05,8.21225012376877,9.74651496098422e-06,-5.78548157259585e-06,-9.47334014548108e-06,0.660220019110196,-1.31761994177231,1498.15256024361,1.17902114050861e-05,7.71057146437663e-06,3.14159095679392
172.348980194376,-2.25850038858256e-05,8.21224644656398,9.75161322975876e-06,-5.59483771393477e-06,-9.46492644518822e-06,0.66021997788205,-1.31761994177219,1498.11150563442,1.18389563696634e-05,7.6821196948802e-06,3.14159090944782
172.348980455882,-2.23708110880392e-05,8.21224279148374,9.75669131325188e-06,-5.40052183188793e-06,-9.45627384406344e-06,0.660219936653905,-1.31761994177206,1498.07045101945,1.18877267797711e-05,7.65463037970895e-06,3.14159086214439
172.348980715056,-2.2156702523125e-05,8.21223916112986,9.76174202758873e-06,-5.20266133676181e-06,-9.44738571532467e-06,0.660219895425759,-1.31761994177193,1498.02939639943,1.19365225163358e-05,7.62812156129681e-06,3.14159081488483
172.348980971633,-2.19428739262424e-05,8.21223555795767,9.76675854293354e-06,-5.00138570752409e-06,-9.43826569130817e-06,0.660219854197614,-1.31761994177179,1497.98834177508,1.19853434252423e-05,7.60261063971738e-06,3.1415907676703
172.348981225355,-2.17295174932619e-05,8.21223198427688,9.77173439988172e-06,-4.79682616273853e-06,-9.42891765341546e-06,0.660219812969468,-1.31761994177166,1497.94728714713,1.2034189319145e-05,7.57811436316703e-06,3.14159072050196
172.34898147597,-2.15168216747515e-05,8.21222844225259,9.77666352391243e-06,-4.58911534056015e-06,-9.41934572199423e-06,0.660219771741322,-1.31761994177152,1497.9062325163,1.20830599793577e-05,7.55464882007093e-06,3.14159067338093
172.348981723231,-2.13049709783799e-05,8.21222493390653,9.78154023798282e-06,-4.378386988124e-06,-9.40955424616005e-06,0.660219730513176,-1.31761994177138,1497.86517788332,1.21319551578099e-05,7.53222943276562e-06,3.14159062630831
172.348981966897,-2.10941457798469e-05,8.21222146111858,9.78635927325375e-06,-4.16477566052757e-06,-9.39954779355904e-06,0.66021968928503,-1.31761994177124,1497.82412324894,1.21808745790619e-05,7.51087095271078e-06,3.14159057928521
172.348982206732,-2.08845221424107e-05,8.21221802562851,9.79111577804219e-06,-3.94841642963906e-06,-9.38933114011236e-06,0.660219648056883,-1.31761994177109,1497.78306861388,1.22298179423688e-05,7.49058745718156e-06,3.14159053231268
172.348982442506,-2.06762716450589e-05,8.21221462903787,9.79580532501586e-06,-3.72944460295448e-06,-9.3789092597197e-06,0.660219606828737,-1.31761994177094,1497.74201397889,1.22787849237852e-05,7.47139234739191e-06,3.14159048539176
172.348982673996,-2.04695612193974e-05,8.21221127281213,9.80042391670791e-06,-3.5079954526082e-06,-9.3682873139467e-06,0.660219565600591,-1.31761994177079,1497.70095934472,1.23277751783016e-05,7.4532983479982e-06,3.14159043852347
172.34898290098,-2.02645529953031e-05,8.21220795828298,9.80496798937669e-06,-3.2842039547609e-06,-9.35747064172222e-06,0.660219524372444,-1.31761994177064,1497.65990471211,1.23767883420037e-05,7.43631750793195e-06,3.14159039170878
172.348983123247,-2.00614041553506e-05,8.21220468665083,9.80943441527152e-06,-3.05820453938242e-06,-9.34646474902479e-06,0.660219483144298,-1.31761994177048,1497.61885008181,1.24258240342476e-05,7.42046120250964e-06,3.14159034494867
172.348983340586,-1.98602667980642e-05,8.21220145898741,9.81382050341213e-06,-2.83013085059208e-06,-9.33527529858806e-06,0.660219441916151,-1.31761994177032,1497.57779545459,1.24748818598423e-05,7.40574013676726e-06,3.14159029824406
172.348983552794,-1.96612878100016e-05,8.21219827623858,9.8181239988241e-06,-2.60011551759366e-06,-9.32390809962661e-06,0.660219400688004,-1.31761994177016,1497.53674083121,1.25239614112322e-05,7.39216434996666e-06,3.14159025159586
172.348983759673,-1.94646087466738e-05,8.21219513922725,9.82234308040911e-06,-2.36828993626906e-06,-9.31236909760927e-06,0.660219359459858,-1.31761994177,1497.49568621242,1.25730622706726e-05,7.37974322122063e-06,3.14159020500495
172.348983961029,-1.9270365722295e-05,8.21219204865646,9.82647635742877e-06,-2.13478406139948e-06,-9.30066436406014e-06,0.660219318231711,-1.31761994176983,1497.45463159899,1.26221840123906e-05,7.36848547618341e-06,3.14159015847216
172.348984156672,-1.9078689308363e-05,8.21218900511249,9.83052286469281e-06,-1.89972620958683e-06,-9.28880008641625e-06,0.660219277003563,-1.31761994176966,1497.41357699171,1.26713262047259e-05,7.35839919475333e-06,3.1415901119983
172.348984346419,-1.88897044410479e-05,8.21218600906822,9.83448205653164e-06,-1.66324287278223e-06,-9.27678255795166e-06,0.660219235775416,-1.31761994176949,1497.37252239134,1.27204884122432e-05,7.34949181973432e-06,3.14159006558417
172.348984530089,-1.87035303373381e-05,8.21218306088644,9.8383537995412e-06,-1.42545854244531e-06,-9.2646181677593e-06,0.660219194547269,-1.31761994176932,1497.33146779867,1.27696701978129e-05,7.34177016640323e-06,3.14159001923051
172.348984707507,-1.85202804199257e-05,8.21218016082332,9.84213836427986e-06,-1.18649554420849e-06,-9.25231339082457e-06,0.660219153319121,-1.31761994176914,1497.29041321447,1.28188711246518e-05,7.33524043292988e-06,3.14158997293804
172.348984878502,-1.83400622508007e-05,8.21217730903198,9.84583641584097e-06,-9.46473883029566e-07,-9.23987477817613e-06,0.660219112090974,-1.31761994176896,1497.24935863954,1.28680907583201e-05,7.32990821159778e-06,3.14158992670745
172.348985042907,-1.81629774734383e-05,8.21217450556605,9.84944900347152e-06,-7.05511098699059e-07,-9.22730894713272e-06,0.660219070862826,-1.31761994176878,1497.20830407468,1.29173286686679e-05,7.32577850077293e-06,3.14158988053939
172.348985200558,-1.79891217635941e-05,8.21217175038337,9.85297754926325e-06,-4.63722131592254e-07,-9.21462257165278e-06,0.660219029634678,-1.3176199417686,1497.16724952067,1.29665844317287e-05,7.32285571756956e-06,3.14158983443448
172.348985351297,-1.78185847885705e-05,8.21216904334964,9.85642383594356e-06,-2.21219198558709e-07,-9.20182237279819e-06,0.66021898840653,-1.31761994176841,1497.12619497832,1.30158576315534e-05,7.32114371116164e-06,3.1415897883933
172.348985494967,-1.76514501749111e-05,8.21216638424223,9.85978999389788e-06,2.1888321213925e-08,-9.18891510930219e-06,0.660218947178382,-1.31761994176822,1497.08514044843,1.3065147861981e-05,7.32064577668993e-06,3.1415897424164
172.348985631533,-1.74877953507515e-05,8.21216377309845,9.86308433361736e-06,2.65498985889521e-07,-9.17590772237418e-06,0.660218905950234,-1.31761994176803,1497.04408593182,1.31144547390064e-05,7.32136467907541e-06,3.14158969650432
172.348985760926,-1.73276912333818e-05,8.21216120976818,9.86631328855464e-06,5.09511923907672e-07,-9.1628071529854e-06,0.660218864722086,-1.31761994176784,1497.00303142928,1.31637779236257e-05,7.32330268420563e-06,3.14158965065752
172.348985883003,-1.71712025627438e-05,8.21215869378336,9.86947939343678e-06,7.53825588595932e-07,-9.14962025311225e-06,0.660218823493938,-1.31761994176764,1496.96197694164,1.32131170950716e-05,7.32646154822107e-06,3.14158960487646
172.348985997621,-1.70183879796561e-05,8.21215622460153,9.87258548915915e-06,9.98341662835932e-07,-9.13635387293076e-06,0.660218782265789,-1.31761994176744,1496.92092246971,1.32624719460227e-05,7.33084252757462e-06,3.14158955916155
172.348986104643,-1.68693000365034e-05,8.21215380160972,9.87563470642254e-06,1.2429651275836e-06,-9.12301485212376e-06,0.660218741037641,-1.31761994176724,1496.87986801431,1.33118421840937e-05,7.33644639535437e-06,3.14158951351318
172.348986203931,-1.67239852156518e-05,8.21215142412829,9.87863044894847e-06,1.48760432142103e-06,-9.10961001134861e-06,0.660218699809492,-1.31761994176704,1496.83881357627,1.33612275332423e-05,7.34327345792657e-06,3.14158946793168
172.348986295353,-1.65824839554649e-05,8.21214909141478,9.88157637629743e-06,1.73217099126939e-06,-9.09614614387243e-06,0.660218658581343,-1.31761994176683,1496.79775915642,1.34106277350918e-05,7.35132357185408e-06,3.14158942241738
172.348986378779,-1.64448306837782e-05,8.2121468026677,9.88447638634551e-06,1.97658033462011e-06,-9.08263000738223e-06,0.660218617353194,-1.31761994176662,1496.75670475558,1.34600425501665e-05,7.36059616104711e-06,3.14158937697054
172.348986454078,-1.63110538586834e-05,8.21214455703036,9.88733459750001e-06,2.22075103342573e-06,-9.06906831597173e-06,0.660218576125045,-1.31761994176641,1496.71565037459,1.35094717590391e-05,7.37109023410419e-06,3.14158933159142
172.348986521127,-1.61811760164565e-05,8.21214235359459,9.89015533070801e-06,2.464605279955e-06,-9.0554677323113e-06,0.660218534896896,-1.3176199417662,1496.6745960143,1.35589151633881e-05,7.38280440180232e-06,3.14158928628023
172.348986579799,-1.6055213826497e-05,8.21214019140445,9.89294309126616e-06,2.70806879482856e-06,-9.0418348600062e-06,0.660218493668747,-1.31761994176598,1496.63354167554,1.36083725869656e-05,7.39573689469686e-06,3.14158924103713
172.348986629974,-1.59331781530935e-05,8.2121380694599,9.8957025505353e-06,2.95107083753581e-06,-9.02817623615162e-06,0.660218452440598,-1.31761994176577,1496.59248735916,1.36578438764727e-05,7.40988558079253e-06,3.14158919586229
172.34898667153,-1.58150741238534e-05,8.21213598672043,9.89843852758917e-06,3.19354420966713e-06,-9.01449832408287e-06,0.660218411212448,-1.31761994176555,1496.551433066,1.37073289023449e-05,7.42524798324881e-06,3.14158915075581
172.348986704349,-1.57009012046161e-05,8.21213394210856,9.90115597083031e-06,3.43542525113059e-06,-9.00080750632816e-06,0.660218369984298,-1.31761994176532,1496.51037879693,1.37568275594438e-05,7.44182129808385e-06,3.14158910571777
172.348986728313,-1.55906532806696e-05,8.21213193451338,9.90385993966176e-06,3.67665382965068e-06,-8.98711007777366e-06,0.660218328756148,-1.3176199417651,1496.46932455278,1.38063397676584e-05,7.45960241184233e-06,3.14158906074822
172.348986743306,-1.54843187440968e-05,8.21212996279394,9.90655558622561e-06,3.91717332380011e-06,-8.97341223902693e-06,0.660218287527999,-1.31761994176487,1496.42827033443,1.38558654724142e-05,7.47858791919489e-06,3.14158901584718
172.348986749214,-1.53818805870433e-05,8.21212802578263,9.90924813723264e-06,4.15693059984373e-06,-8.95972009000685e-06,0.660218246299849,-1.31761994176464,1496.38721614272,1.39054046450918e-05,7.49877414043682e-06,3.14158897101464
172.348986745924,-1.52833165007353e-05,8.21212612228841,9.91194287601439e-06,4.39587598270468e-06,-8.94603962374901e-06,0.660218205071698,-1.31761994176441,1496.34616197853,1.39549572833541e-05,7.52015713885631e-06,3.14158892625054
172.348986733321,-1.51885989800198e-05,8.21212425110006,9.91464512473484e-06,4.63396322127195e-06,-8.93237672042095e-06,0.660218163843548,-1.31761994176417,1496.30510784272,1.40045234113856e-05,7.54273273794328e-06,3.14158888155483
172.348986711295,-1.50976954332565e-05,8.21212241098927,9.91736022687383e-06,4.87114944839013e-06,-8.91873714157531e-06,0.660218122615398,-1.31761994176393,1496.26405373615,1.40541030800421e-05,7.56649653841119e-06,3.14158883692739
172.348986679735,-1.50105682973297e-05,8.21212060071365,9.92009352997226e-06,5.107395135783e-06,-8.90512652462277e-06,0.660218081387247,-1.31761994176369,1496.22299965969,1.41036963669143e-05,7.59144393500625e-06,3.14158879236809
172.34898663853,-1.49271751576024e-05,8.21211881901974,9.92285036872324e-06,5.34266404417999e-06,-8.89155037753476e-06,0.660218040159097,-1.31761994176345,1496.18194561422,1.41533033763058e-05,7.61757013307889e-06,3.14158874787679
172.34898658757,-1.48474688725522e-05,8.21211706464578,9.92563604839387e-06,5.57692316895401e-06,-8.87801407378043e-06,0.660217998930946,-1.31761994176321,1496.14089160061,1.42029242391267e-05,7.64487016489471e-06,3.14158870345328
172.348986526747,-1.47713977029296e-05,8.21211533632454,9.92845582865728e-06,5.81014268152117e-06,-8.86452284749564e-06,0.660217957702795,-1.31761994176296,1496.09983761973,1.42525591127067e-05,7.67333890566283e-06,3.14158865909737
172.348986455949,-1.4698905445173e-05,8.21211363278597,9.93131490782176e-06,6.04229586676396e-06,-8.85108178888723e-06,0.660217916474644,-1.31761994176271,1496.05878367247,1.43022081805267e-05,7.70297108926117e-06,3.1415886148088
172.34898637507,-1.46299315689012e-05,8.21211195275975,9.93421840752567e-06,6.27335905682578e-06,-8.83769583987464e-06,0.660217875246493,-1.31761994176246,1496.01772975971,1.43518716518743e-05,7.73376132363973e-06,3.14158857058732
172.348986283999,-1.45644113582153e-05,8.21211029497779,9.93717135789723e-06,6.50331156142234e-06,-8.82436978997234e-06,0.660217834018342,-1.3176199417622,1495.97667588231,1.44015497614223e-05,7.76570410588393e-06,3.14158852643264
172.348986182628,-1.45022760566481e-05,8.2121086581766,9.94017868322396e-06,6.73213559504559e-06,-8.81110827241067e-06,0.66021779279019,-1.31761994176195,1495.93562204118,1.44512427687361e-05,7.79879383692172e-06,3.14158848234445
172.348986070848,-1.44434530154649e-05,8.21210704109959,9.94324518814954e-06,6.95981620125838e-06,-8.79791576049534e-06,0.660217751562039,-1.31761994176169,1495.89456823718,1.45009509577087e-05,7.83302483585926e-06,3.14158843832242
172.34898594855,-1.43878658451389e-05,8.21210544249922,9.94637554440143e-06,7.18634117434565e-06,-8.78479656421776e-06,0.660217710333887,-1.31761994176143,1495.85351447121,1.455067463593e-05,7.86839135393143e-06,3.14158839436619
172.348985815624,-1.43354345697652e-05,8.21210386113908,9.94957427810512e-06,7.4117009786154e-06,-8.7717548270957e-06,0.660217669105736,-1.31761994176116,1495.81246074416,1.46004141339896e-05,7.90488758805452e-06,3.14158835047537
172.348985671961,-1.4286075784151e-05,8.2121022957959,9.95284575767474e-06,7.63588866552499e-06,-8.7587945232655e-06,0.660217627877584,-1.3176199417609,1495.7714070569,1.46501698047188e-05,7.94250769396998e-06,3.14158830664959
172.34898551745,-1.42397028133999e-05,8.21210074526142,9.95619418231556e-06,7.85889978892808e-06,-8.74591945481373e-06,0.660217586649432,-1.31761994176063,1495.73035341034,1.46999420223723e-05,7.98124579896896e-06,3.14158826288841
172.348985351982,-1.41962258747361e-05,8.21209920834415,9.95962357114102e-06,8.08073231868028e-06,-8.73313324935199e-06,0.66021754542128,-1.31761994176036,1495.68929980536,1.47497311817557e-05,8.02109601418889e-06,3.1415882191914
172.348985175444,-1.415555224132e-05,8.21209768387105,9.96313775290877e-06,8.30138655278246e-06,-8.72043935783568e-06,0.660217504193127,-1.31761994176008,1495.64824624284,1.47995376972981e-05,8.06205244647432e-06,3.14158817555811
172.348984987725,-1.41175864078561e-05,8.21209617068915,9.96674035640929e-06,8.5208650283502e-06,-8.70784105262298e-06,0.660217462964975,-1.31761994175981,1495.60719272369,1.48493620020767e-05,8.10410920979552e-06,3.14158813198808
172.348984788712,-1.40822302577631e-05,8.21209466766699,9.9704348015265e-06,8.73917243159037e-06,-8.69534142577329e-06,0.660217421736823,-1.31761994175953,1495.5661392488,1.48992045467942e-05,8.14726043621923e-06,3.14158808848081
172.348984578293,-1.40493832316504e-05,8.212093173696,9.97422429094105e-06,8.95631550699145e-06,-8.68294338758774e-06,0.66021738050867,-1.31761994175925,1495.52508581905,1.49490657987131e-05,8.19150028642739e-06,3.1415880450358
172.348984356353,-1.40189424968821e-05,8.21209168769182,9.97811180247803e-06,9.1723029659747e-06,-8.67064966538751e-06,0.660217339280517,-1.31761994175896,1495.48403243534,1.49989462405501e-05,8.23682295978027e-06,3.14158800165254
172.348984122778,-1.39908031180317e-05,8.21209020859548,9.98210008216845e-06,9.3871453951443e-06,-8.65846280253461e-06,0.660217298052365,-1.31761994175868,1495.44297909857,1.50488463693349e-05,8.28322270392184e-06,3.1415879583305
172.348983877451,-1.39648582279515e-05,8.21208873537447,9.98619163796212e-06,9.60085516439193e-06,-8.64638515768e-06,0.660217256824212,-1.31761994175839,1495.40192580962,1.50987666952343e-05,8.33069382392595e-06,3.14158791506914
172.348983620256,-1.39409991992675e-05,8.21208726702379,9.99038873412774e-06,9.81344633499172e-06,-8.63441890424915e-06,0.660217215596059,-1.3176199417581,1495.36087256939,1.51487077403482e-05,8.37923069098286e-06,3.14158787186791
172.348983351075,-1.39191158160647e-05,8.21208580256681,9.99469338632818e-06,1.00249345678925e-05,-8.62256603016133e-06,0.660217174367906,-1.31761994175781,1495.31981937878,1.51986700374784e-05,8.42882775062677e-06,3.14158782872625
172.34898306979,-1.38990964455568e-05,8.21208434105615,9.99910735735843e-06,1.02353370323549e-05,-8.61082833777197e-06,0.660217133139752,-1.31761994175751,1495.27876623868,1.52486541288744e-05,8.47947953050554e-06,3.14158778564358
172.348982776282,-1.38808282094946e-05,8.21208288157435,1.00036321535744e-05,1.04446723151292e-05,-8.59920744405247e-06,0.660217091911599,-1.31761994175721,1495.23771314998,1.52986605649604e-05,8.53118064769487e-06,3.14158774261933
172.348982470428,-1.38641971551203e-05,8.21208142323458,1.00082690219833e-05,1.06529603303078e-05,-8.58770478098158e-06,0.660217050683445,-1.31761994175691,1495.19666011358,1.53486899030448e-05,8.58392581556008e-06,3.14158769965291
172.348982152109,-1.38490884254505e-05,8.21207996518117,1.00130189479998e-05,1.0860222229984e-05,-8.57632159616686e-06,0.660217009455292,-1.31761994175661,1495.15560713037,1.53987427060182e-05,8.63770985016899e-06,3.14158765674372
